id,setting_1,setting_2,Title,sent_1,sent_2,sent_3,sent_4,sent_5
176d310b-082e-4474-b40c-27e7d76813c4,Margaret is an athelete.,David is a friend of Margaret.,The New Competitive Diver,Margaret had been diving for years.,Her friend David encouraged her to dive in competitions.,Margaret was scared.,David had dived in competitions before.,He reassured her that she would do great.
b5a01813-e0d8-4551-bbc4-c1b9ef19aa2c,Margaret is an athelete.,David is a friend of Margaret.,A Supportive Friend,"Margaret is a serious skier, and trained hard all her life hoping to make the Olympic team.","Her friend David was more of a couch potato, but he was always there for her since she was a child.",He would go to her races and cheer her on.,"When no one else thought she would make the Olympic team, he continued to support her.",He was there at the finish line when she won a silver medal in the downhill.
0635ea64-d420-457f-abd7-0cd82448213e,Margaret is an athelete.,David is a friend of Margaret.,Dont take time to think just do it.,Margret and david are athlete and they used to train with each other.,most of the days they used to train atleast five to six hours a day.,on one fine evening when they were training he heard a car crashing sound.,When they look out what happened there they saw a car and a bike were smashed on the road and there are lot of blood.,suddenly margaret and david ran out and help the injured people to get out from the car and they took them to the nearby emergency hospital for further treatment.
6d7be069-bb80-47ff-b76e-a2b9f4a2ea5c,Margaret is an athelete.,David is a friend of Margaret.,Friendship on track.,Margeret participated in the local athletic events.,She was a dedicated athlete.,"At one such competition she met David, a fellow athlete.",They soon became good friends.,They usually train together now.
42c447c0-1e4b-47d5-b057-0b2b841c39c2,Margaret is an athelete.,David is a person who Margaret does not like.,A New Coach,"Margaret missed being able to participate in a soccer team after she graduated from college, so she joined a local club for adults.",She had a lot of fun playing and found a really good team.,"However, she really did not like the coach, David.",She felt he talked down to her and the other women on the team.,She talked with the other players and they decided to remove David as their coach since they agreed with her.
b503315c-f4ec-4b0d-9cf7-53fffebbaaba,Margaret is an athelete.,David is a person who Margaret does not like.,The Perfect Revenge,Margaret went through the motions of her dive in her head.,"Then, she stepped out onto the diving board.","Across the pool, in the stands, she spotted David.",She seethed at the sight of the former boyfriend who had betrayed her trust.,"Margaret turned her anger into something else, and executed a perfect dive."
fd963cbc-2b4f-4d3d-bc40-33b9c9967d91,Margaret is an athelete.,David is a person who Margaret does not like.,Teaching the Bully,Margaret was playing dodgeball.,David was on the other team.,Margaret never liked David.,He had always bullied her in class.,Margaret threw the ball and hit David square in the face.
09949c73-61a7-4465-a450-052ad00e0b84,Margaret is an athelete.,David is a person who Margaret does not like.,Running scared,Margaret was running her laps on the track.,David noticed and he ran after her quickly.,Margaret saw him and ran even faster.,"He caught up to her, and she got scared.","So, she pushed him hard off the track and got away."
abcc6c04-8bae-4c13-83d1-a226dbacad81,Margaret is an athelete.,Dorothy is Margaret's sister.,Everyone Wins in the End,"Margaret and Dorothy, sisters, had always been in competition with one another.","Both could run fast, really fast.",They alternated in each race breaking the current national record.,They were both chosen for the summer Olympics.,Each one won one event and finally tied with each other with one gold medal apiece.
d54095ce-417e-46ec-b811-71a963e2e312,Margaret is an athelete.,Dorothy is Margaret's sister.,Sisterhood- Friends by birth,Margaret was from poor family who loved Gymnastic.,Dorothy was Margaret's sister who used to financially support her in her goal.,Dorothy worked hard to support her sister for her gymnastic training.,Margaret finally won best Gymnast award in entire state.,"She gave the credit of her success to her sister, Dorothy."
ddfcb0d8-9e44-47bc-934f-a48d0fc7ee02,Margaret is an athelete.,Dorothy is Margaret's sister.,Helping Your Sister,"Margaret and Dorothy, were always competitive.","Try as she might, Dorothy could not keep up with Margaret's athletic abilities.","However, Dorothy did better in school.","In fact, Margaret often needed Dorothy's help to get good grades, particularly in math.","As an adult, Margaret sometimes told people she may not have gotten through high school without her sister's help."
07c0c014-7782-44e2-9f83-04c5373e03ca,Margaret is an athelete.,Dorothy is Margaret's sister.,Margaret and Dorothy Have A Scare,"Margaret was getting ready for her track meet tomorrow, when her sister, Dorothy, knocked on her bedroom door.","Margaret turned around as Dorothy entered, just in time to see Dorothy trip over a stuffed animal and fall onto the floor.",Dorothy hit her head and Margaret ran over to her.,"Margaret was very concerned, but Dorothy wasn't hurt.",She got up and they both had a laugh about the incident.
5e03e14d-cdad-488d-974d-5716ad810e39,Margaret is an athelete.,Dorothy is Margaret's teammate.,Teammates and Friends,Margaret and Dorothy are teammates on their high school track team.,"Not only are they teammates, they are friends and they train together.","Fortunately they specialize in different distances, so they don't compete directly against one another.","At the year end championship competitions, they could be found cheering each other on.",Both won first place in their specialties.
017baa4a-24f5-4518-88f5-9de6e6ab7f3e,Margaret is an athelete.,Dorothy is Margaret's teammate.,Playing Like a Team,Margaret and Dorothy were on the basketball team together.,Dorothy kept the ball to herself and never passed the ball to her teammates.,Margaret grew to dislike playing with Dorothy.,Their coach noticed the tension between the girls.,He sat down the team and gave them a talk about teamwork.
c97b4e54-3786-4357-b125-35908030a7c3,Margaret is an athelete.,Dorothy is Margaret's teammate.,"Margaret Cramps, While Dorothy Wins Big: A Story of Two Swimmers",Margaret and Dorothy were local swimming stars.,They had won many championships.,This year they were selected to represent the state in the US Finals.,While swimming in the race Margaret got a cramp.,However Dorothy was able to win first place.
18179ca0-62ef-4fe4-9d24-fc26235726b2,Margaret is an athelete.,Dorothy is Margaret's teammate.,Teammates and Rivals,Margaret and Dorothy were crouched at the start of the race.,"At the starting gun, both runners representing their school took off.",Margaret glanced to the side and saw Dorothy was matching her pace.,"Dorothy caught her teammate's glance, and lost her concentration.","At that moment, Dorothy stumbled, and Margaret crossed the finish line."
8182cc0c-8a56-4f5f-a1f2-481ef5b37a0f,Margaret is an athelete.,Dorothy is Margaret's rival.,Rivalry in athletics,Margaret and Dorothy were on the same athletics team.,There was a feeling of great rivalry among them.,They both concentrated on competing with each other instead of improving individual performance.,This jealousy affected both of them.,They eventually realised the error of their ways abd became friends.
32468166-da92-439b-95b4-e7b5e07a801e,Margaret is an athelete.,Dorothy is Margaret's rival.,Focus on the Prize,Margaret was determined to beat rival Dorothy's time.,"As they waited for the starter's gun, Margaret stared over at Dorothy.","Dorothy looked straight ahead, never glancing at her opponents.",Margaret's lack of concentration made her miss the starting gun.,"Dorothy lunged forward, and never lost her lead in the race."
8ced8c1a-86db-4065-996f-699c8a876fda,Margaret is an athelete.,Dorothy is Margaret's rival.,Margaret,Margaret and Dorothy were racing each other at a track meet.,"Everytime Dorothy got the lead, Margaret caught up.","Suddenly, Margaret screamed with pain and fell down.",Dorothy stopped running & ran over to her rival to help.,"The race was rescheduled, as Dorothy sacrificed her win to help her rival."
